Question,Answers,Comment,Instructions,Render as
係の者,かかりのもの,(会L20) [n.] our person in charge,Type the reading!,Image
かしこまりました,かしこまりました,(会L20) [exp.] Certainly.,Type the reading!,Image
がっかりする,がっかりする,"(読L20-II, 会L23) [irr-v.] to be disappointed ",Type the reading!,Image
軽い,かるい,(会L20) [い-adj.] light,Type the reading!,Image
聞こえる,きこえる,(会L20) [ru-v.] to be audible ,Type the reading!,Image
交換する,こうかんする,(会L20) [irr-v.] to exchange ,Type the reading!,Image
心,こころ,(読L20-II) [n.] mind; heart,Type the reading!,Image
ござる,ござる,(会L20) [u-v.] extra-modest expression for ある,Type the reading!,Image
差し上げる,さしあげる,(会L20) [ru-v.] humble expression for あげる ,Type the reading!,Image
字,じ,(会L20) [n.] letter; character,Type the reading!,Image
失礼しました,しつれいしました,(会L20) [exp.] I’m very sorry.,Type the reading!,Image
支店,してん,(会L20) [n.] branch office,Type the reading!,Image
趣味,しゅみ,(会L20) [n.] hobby; pastime,Type the reading!,Image
小説,しょうせつ,(会L20) [n.] novel,Type the reading!,Image
スニーカー,スニーカー,(会L20) [n.] sneakers,Type the reading!,Image
する,する,"(読L20-II, 会L15, 会L3, 会L17) [irr-v.] to cost ; to decide on (an item) ; to do ; to wear small items (necktie, watch, etc.) ",Type the reading!,Image
生活する,せいかつする,(会L20) [irr-v.] to lead a life ,Type the reading!,Image
絶対に,ぜったいに,"(読L20-II, 会L22) [adv.] definitely; no matter what",Type the reading!,Image
扇子,せんす,(会L20) [n.] (hand) fan,Type the reading!,Image
そうだ！,そうだ！,(読L20-II) [exp.] I have an idea!,Type the reading!,Image
抱く,だく,(読L20-II) [u-v.] to hold something in one’s arm,Type the reading!,Image
だます,だます,(読L20-II) [u-v.] to deceive,Type the reading!,Image
茶店,ちゃみせ,(読L20-II) [n.] teahouse,Type the reading!,Image
月,つき,(会L20) [n.] moon,Type the reading!,Image
伝える,つたえる,(会L20) [ru-v.] to convey message ,Type the reading!,Image
続ける,つづける,(会L20) [ru-v.] to continue ,Type the reading!,Image
～ておる,～ておる,(会L20) [u-v.] extra-modest expression for ～ている,Type the reading!,Image
できれば,できれば,(会L20) [adv.] if possible,Type the reading!,Image
～でござる,～でござる,(会L20) [u-v.] extra-modest expression for です,Type the reading!,Image
では,では,(会L20) [adv.] well then (polite),Type the reading!,Image
ドイツ,ドイツ,(会L20) [n.] Germany,Type the reading!,Image
動物,どうぶつ,(会L20) [n.] animal,Type the reading!,Image
止まる,とまる,(読L20-II) [u-v.] to stop,Type the reading!,Image
にこにこする,にこにこする,(読L20-II) [irr-v.] to smile ,Type the reading!,Image
値段,ねだん,(読L20-II) [n.] price,Type the reading!,Image
ひっかく,ひっかく,(読L20-II) [u-v.] to scratch,Type the reading!,Image
不思議,ふしぎ（な）,(会L20) [な-adj.] mysterious,Type the reading!,Image
ヘッドホン,ヘッドホン,(会L20) [n.] headphones,Type the reading!,Image
返品する,へんぴんする,(会L20) [irr-v.] to return (merchandise) ,Type the reading!,Image
参る,まいる,(会L20) [u-v.] extra-modest expression for いく and くる,Type the reading!,Image
誠に,まことに,(会L20) [adv.] really (very polite),Type the reading!,Image
また,また,"(会L20, 読L16-II) [adv.] again; in addition",Type the reading!,Image
待たせる,またせる,(会L20) [ru-v.] to keep (someone) waiting ,Type the reading!,Image
～みたいなX,～みたいなX,(会L20) [suf.] X like . . . ,Type the reading!,Image
身ぶり,みぶり,(読L20-II) [n.] gesture,Type the reading!,Image
申す,もうす,(会L20) [u-v.] extra-modest expression for いう,Type the reading!,Image
～屋,～や,(会L20) [suf.] . . . shop,Type the reading!,Image
やった！,やった！,(読L20-II) [exp.] I did it!,Type the reading!,Image
よろしかったら,よろしかったら,(会L20) [adv.] if it is okay (polite),Type the reading!,Image
落語,らくご,(読L20-II) [n.] comic monologue,Type the reading!,Image
落語家,らくごか,(読L20-II) [n.] comic storyteller,Type the reading!,Image
両,りょう,(読L20-II) [n.] a unit of currency used in the Edo period,Type the reading!,Image
渡す,わたす,(読L20-II) [u-v.] to give; to hand,Type the reading!,Image
安全,あんぜん（な）,(会L21) [な-adj.] safe,Type the reading!,Image
言う（文句を）,いう（もんくを）,(会L21) [u-v.] to complain,Type the reading!,Image
いじめる,いじめる,(会L21) [ru-v.] to bully ,Type the reading!,Image
一生懸命,いっしょうけんめい,(読L21-II) [adv.] very hard,Type the reading!,Image
占い,うらない,(読L21-II) [n.] fortune-telling,Type the reading!,Image
多くの～,おおくの～,"(読L21-II, 会L22) [pre.] many . . .",Type the reading!,Image
置く,おく,(会L21) [u-v.] to put; to lay; to place,Type the reading!,Image
起こる,おこる,(読L21-II) [u-v.] to occur; to happen,Type the reading!,Image
お守り,おまもり,(読L21-II) [n.] charm (against evils); amulet,Type the reading!,Image
蚊,か,(会L21) [n.] mosquito,Type the reading!,Image
会議,かいぎ,(会L21) [n.] business meeting; conference,Type the reading!,Image
ガソリン,ガソリン,(会L21) [n.] gasoline,Type the reading!,Image
通う,かよう,(読L21-II) [u-v.] to commute to,Type the reading!,Image
環境,かんきょう,(会L21) [n.] environment,Type the reading!,Image
着替える,きがえる,(会L21) [ru-v.] to change clothes ,Type the reading!,Image
気が付く,きがつく,(会L21) [u-v.] to notice,Type the reading!,Image
気にする,きにする,(読L21-II) [irr-v.] to worry ,Type the reading!,Image
比べる,くらべる,(会L21) [ru-v.] to compare ,Type the reading!,Image
警察,けいさつ,(会L21) [n.] police; police station,Type the reading!,Image
ける,ける,(会L21) [u-v.] to kick,Type the reading!,Image
工場,こうじょう,(会L21) [n.] factory,Type the reading!,Image
～ころ,～ころ,(会L21) [suf.] time of . . . ; when . . .,Type the reading!,Image
刺す,さす,(会L21) [u-v.] to bite,Type the reading!,Image
触る,さわる,(会L21) [u-v.] to touch,Type the reading!,Image
授業料,じゅぎょうりょう,(会L21) [n.] tuition,Type the reading!,Image
食事,しょくじ,(読L21-II) [n.] meal,Type the reading!,Image
信じる,しんじる,(会L21) [ru-v.] to believe ,Type the reading!,Image
心配,しんぱい（な）,"(読L21-II, 会L22) [な-adj.] worried about",Type the reading!,Image
スピーチ,スピーチ,(会L21) [n.] speech,Type the reading!,Image
ぜいたくをする,ぜいたくをする,(読L21-II) [irr-v.] to indulge in luxury ,Type the reading!,Image
政府,せいふ,(会L21) [n.] government,Type the reading!,Image
ただの～,ただの～,(読L21-II) [pre.] nothing more than . . .,Type the reading!,Image
楽しみ,たのしみ,(読L21-II) [n.] pleasure,Type the reading!,Image
ためる,ためる,(会L21) [ru-v.] to save money ,Type the reading!,Image
ちかん,ちかん,(会L21) [n.] groper; pervert,Type the reading!,Image
捕まる,つかまる,(会L21) [u-v.] to be arrested; to be caught,Type the reading!,Image
包む,つつむ,(会L21) [u-v.] to wrap; to cover,Type the reading!,Image
同僚,どうりょう,(会L21) [n.] colleague,Type the reading!,Image
遠い,とおい,(会L21) [い-adj.] far (away),Type the reading!,Image
ところが,ところが,(読L21-II) [adv.] however; on the contrary,Type the reading!,Image
とにかく,とにかく,(会L21) [adv.] anyhow; anyway,Type the reading!,Image
泥棒,どろぼう,(会L21) [n.] thief; burglar,Type the reading!,Image
長い間,ながいあいだ,(読L21-II) [adv.] long time,Type the reading!,Image
殴る,なぐる,(会L21) [u-v.] to strike; to hit; to punch,Type the reading!,Image
入院する,にゅういんする,(読L21-II) [irr-v.] to be hospitalized ,Type the reading!,Image
盗む,ぬすむ,(会L21) [u-v.] to steal; to rob,Type the reading!,Image
ばかにする,ばかにする,(会L21) [irr-v.] to insult; to make a fool of . . . ,Type the reading!,Image
貼る,はる,(会L21) [u-v.] to post; to stick,Type the reading!,Image
犯人,はんにん,(会L21) [n.] criminal,Type the reading!,Image
ひどい,ひどい,(会L21) [い-adj.] awful,Type the reading!,Image
昼寝をする,ひるねをする,(会L21) [irr-v.] to take a nap ,Type the reading!,Image
不便,ふべん（な）,(読L21-II) [な-adj.] inconvenient,Type the reading!,Image
踏む,ふむ,(会L21) [u-v.] to step on,Type the reading!,Image
ふる,ふる,(会L21) [u-v.] to turn down (somebody); to reject; to jilt,Type the reading!,Image
変,へん（な）,(会L21) [な-adj.] strange; unusual,Type the reading!,Image
ポスター,ポスター,(会L21) [n.] poster,Type the reading!,Image
ほめる,ほめる,(会L21) [ru-v.] to praise; to say nice things ,Type the reading!,Image
間違える,まちがえる,(会L21) [ru-v.] to make a mistake ,Type the reading!,Image
見つける,みつける,(会L21) [ru-v.] to find ,Type the reading!,Image
昔,むかし,(会L21) [n.] old days; past,Type the reading!,Image
迷信,めいしん,(読L21-II) [n.] superstition,Type the reading!,Image
めちゃくちゃ（な）,めちゃくちゃ（な）,(会L21) [な-adj.] messy; disorganized,Type the reading!,Image
めったに～ない,めったに～ない,(読L21-II) [adv.] seldom,Type the reading!,Image
文句,もんく,(会L21) [n.] complaint,Type the reading!,Image
文句を言う,もんくをいう,(会L21) [u-v.] to complain,Type the reading!,Image
焼く,やく,(会L21) [u-v.] to bake; to burn; to grill,Type the reading!,Image
留守,るす,(会L21) [n.] absence; not at home,Type the reading!,Image
連絡する,れんらくする,(会L21) [irr-v.] to contact ,Type the reading!,Image
相変わらず,あいかわらず,(読L22-II) [adv.] as usual,Type the reading!,Image
相手,あいて,(会L22) [n.] partner; the other person,Type the reading!,Image
受付,うけつけ,(会L22) [n.] reception desk,Type the reading!,Image
うまく,うまく,(読L22-II) [adv.] well; successfully; skillfully,Type the reading!,Image
うまくいく,うまくいく,(読L22-II) [u-v.] to go well,Type the reading!,Image
うらやましがる,うらやましがる,(読L22-II) [u-v.] (somebody is) envious,Type the reading!,Image
うるさい,うるさい,(会L22) [い-adj.] noisy; annoying,Type the reading!,Image
英会話,えいかいわ,(会L22) [n.] English conversation,Type the reading!,Image
お嬢さん,おじょうさん,(会L22) [n.] (someone’s) daughter (polite),Type the reading!,Image
お願いする,おねがいする,(会L22) [irr-v.] to request help ,Type the reading!,Image
家事,かじ,(会L22) [n.] housework,Type the reading!,Image
風,かぜ,(会L22) [n.] wind,Type the reading!,Image
風が吹く,かぜがふく,(会L22) [u-v.] the wind blows,Type the reading!,Image
勝つ,かつ,(会L22) [u-v.] to win,Type the reading!,Image
代わりに,かわりに,(読L22-II) [adv.] instead,Type the reading!,Image
木,き,(会L22) [n.] tree,Type the reading!,Image
計画を立てる,けいかくをたてる,(会L22) [ru-v.] to make a plan ,Type the reading!,Image
後輩,こうはい,(会L22) [n.] junior member of a group,Type the reading!,Image
コピーを取る,コピーをとる,(会L22) [u-v.] to make a photocopy,Type the reading!,Image
こんなふう,こんなふう,(会L22) [exp.] like this,Type the reading!,Image
猿,さる,(会L22) [n.] monkey,Type the reading!,Image
賛成する,さんせいする,(会L22) [irr-v.] to agree ,Type the reading!,Image
しかたがない,しかたがない,(読L22-II) [exp.] cannot be helped,Type the reading!,Image
失敗する,しっぱいする,(会L22) [irr-v.] to fail; to be unsuccessful ,Type the reading!,Image
自由,じゆう,(会L22) [n.] freedom,Type the reading!,Image
自由に,じゆうに,(会L22) [adv.] freely,Type the reading!,Image
書類,しょるい,(会L22) [n.] document,Type the reading!,Image
親友,しんゆう,(読L22-II) [n.] best friend,Type the reading!,Image
ずっと,ずっと,(会L22) [adv.] for a long time; all the time,Type the reading!,Image
育てる,そだてる,(会L22) [ru-v.] to raise; to bring up ,Type the reading!,Image
そんなこと（は）ない,そんなこと（は）ない,(会L22) [exp.] I don’t think so.,Type the reading!,Image
タイプ,タイプ,(読L22-II) [n.] type,Type the reading!,Image
楽しそうに,たのしそうに,(読L22-II) [adv.] joyfully,Type the reading!,Image
～ちゃん,～ちゃん,(会L22) [suf.] suffix for names of children,Type the reading!,Image
徹夜する,てつやする,(会L22) [irr-v.] to stay up all night ,Type the reading!,Image
～とか,～とか,(会L22) [part.] . . . for example,Type the reading!,Image
なんだか,なんだか,(読L22-II) [adv.] somehow,Type the reading!,Image
逃げる,にげる,(読L22-II) [ru-v.] to run away; to escape ,Type the reading!,Image
運ぶ,はこぶ,(会L22) [u-v.] to carry,Type the reading!,Image
反対する,はんたいする,(会L22) [irr-v.] to oppose; to object to ,Type the reading!,Image
一人暮らし,ひとりぐらし,(会L22) [n.] living alone,Type the reading!,Image
拾う,ひろう,(会L22) [u-v.] to pick up (something),Type the reading!,Image
貧乏,びんぼう（な）,(会L22) [な-adj.] poor,Type the reading!,Image
部下,ぶか,(会L22) [n.] subordinate,Type the reading!,Image
復習,ふくしゅう,(会L22) [n.] review of a lesson,Type the reading!,Image
二日間,ふつかかん,(読L22-II) [adv.] for two days,Type the reading!,Image
プロジェクト,プロジェクト,(会L22) [n.] project,Type the reading!,Image
ぺらぺら（な）,ぺらぺら（な）,(会L22) [な-adj.] fluent,Type the reading!,Image
放っておく,ほ（う）っておく,(会L22) [u-v.] to leave (someone/something) alone; to neglect,Type the reading!,Image
ボール,ボール,(会L22) [n.] ball,Type the reading!,Image
翻訳する,ほんやくする,(会L22) [irr-v.] to translate ,Type the reading!,Image
負ける,まける,(会L22) [ru-v.] to lose (a match) ,Type the reading!,Image
待ち遠しい,まちどおしい,(読L22-II) [い-adj.] to wait eagerly for . . .,Type the reading!,Image
間に合う,まにあう,(会L22) [u-v.] to be in time,Type the reading!,Image
無駄遣い,むだづかい,(会L22) [n.] waste (money),Type the reading!,Image
メッセージ,メッセージ,"(読L22-II, 会L23) [n.] message; text",Type the reading!,Image
免許,めんきょ,(会L22) [n.] license,Type the reading!,Image
もう少し,もうすこし,(会L22) [adv.] a little more,Type the reading!,Image
勇気,ゆうき,(読L22-II) [n.] courage,Type the reading!,Image
ヨーロッパ,ヨーロッパ,(会L22) [n.] Europe,Type the reading!,Image
予習,よしゅう,(会L22) [n.] preparation of a lesson,Type the reading!,Image
楽,らく（な）,(会L22) [な-adj.] easy; comfortable,Type the reading!,Image
あいさつ,あいさつ,(読L23-II) [n.] greetings,Type the reading!,Image
雨がやむ,あめがやむ,(会L23) [u-v.] the rain stops,Type the reading!,Image
表す,あらわす,(読L23-II) [u-v.] to express; to show,Type the reading!,Image
言う（悪口を）,いう（わるぐちを）,(会L23) [u-v.] to talk behind someone’s back,Type the reading!,Image
一方,いっぽう,(読L23-II) [adv.] on the other hand,Type the reading!,Image
いなくなる,いなくなる,(会L23) [u-v.] (someone) is gone; to disappear,Type the reading!,Image
SNS,エスエヌエス,(読L23-II) [n.] social media,Type the reading!,Image
絵文字,えもじ,(読L23-II) [n.] emoji,Type the reading!,Image
おなかをこわす,おなかをこわす,(会L23) [u-v.] to have a stomachache,Type the reading!,Image
思い出,おもいで,(会L23) [n.] memory,Type the reading!,Image
海外旅行,かいがいりょこう,(会L23) [n.] trip to a foreign country,Type the reading!,Image
顔文字,かおもじ,(読L23-II) [n.] emoticon,Type the reading!,Image
～顔をする,～かおをする,(会L23) [irr-v.] to look . . . (facial expression) ,Type the reading!,Image
我慢する,がまんする,(会L23) [irr-v.] to be tolerant/patient ,Type the reading!,Image
感情,かんじょう,(読L23-II) [n.] feeling; emotion,Type the reading!,Image
カンニングする,カンニングする,(会L23) [irr-v.] to cheat in an exam ,Type the reading!,Image
記号,きごう,(読L23-II) [n.] symbol,Type the reading!,Image
キスをする,キスをする,(読L23-II) [irr-v.] to kiss ,Type the reading!,Image
気に入る,きにいる,(会L23) [u-v.] to find something agreeable,Type the reading!,Image
休講,きゅうこう,(会L23) [n.] class cancellation,Type the reading!,Image
靴下,くつした,(会L23) [n.] socks,Type the reading!,Image
結果,けっか,(会L23) [n.] result,Type the reading!,Image
元気でね,げんきでね,(会L23) [exp.] Take care of yourself.,Type the reading!,Image
健康,けんこう,(会L23) [n.] health,Type the reading!,Image
ことわざ,ことわざ,(読L23-II) [n.] proverb,Type the reading!,Image
このように,このように,(読L23-II) [adv.] like this; this way,Type the reading!,Image
社会,しゃかい,(会L23) [n.] society,Type the reading!,Image
小学校,しょうがっこう,(会L23) [n.] elementary school,Type the reading!,Image
世界中,せかいじゅう,(読L23-II) [n.] all over the world,Type the reading!,Image
世話をする,せわをする,(会L23) [irr-v.] to take care of . . . ,Type the reading!,Image
そうそう,そうそう,(会L23) [exp.] You are right.,Type the reading!,Image
そろそろ,そろそろ,(会L23) [adv.] it is about time to . . .,Type the reading!,Image
ただ,ただ,(会L23) [n.] free of charge,Type the reading!,Image
縦,たて,(読L23-II) [n.] vertical,Type the reading!,Image
～ために,～ために,(会L23) [exp.] for . . . ; for the sake of . . .,Type the reading!,Image
チェックする,チェックする,(会L23) [irr-v.] to check ,Type the reading!,Image
調査,ちょうさ,(会L23) [n.] survey,Type the reading!,Image
（～は）…という意味だ,（～は）…といういみだ,(読L23-II) [exp.] ～ means that . . .,Type the reading!,Image
同情する,どうじょうする,(会L23) [irr-v.] to sympathize ,Type the reading!,Image
なくなる,なくなる,(会L23) [u-v.] to be lost; to disappear,Type the reading!,Image
～は…という意味だ,～は…といういみだ,(読L23-II) [exp.] ～ means that . . .,Type the reading!,Image
離れる,はなれる,(会L23) [ru-v.] (something/someone) separates; parts from ,Type the reading!,Image
表情,ひょうじょう,(読L23-II) [n.] expression,Type the reading!,Image
盆踊り,ぼんおどり,(会L23) [n.] Bon dance (Japanese traditional dance),Type the reading!,Image
まずい,まずい,(会L23) [い-adj.] (food is) terrible,Type the reading!,Image
面接,めんせつ,(会L23) [n.] interview,Type the reading!,Image
戻ってくる,もどってくる,(会L23) [irr-v.] (something/someone) comes back ,Type the reading!,Image
ものすごく,ものすごく,(会L23) [adv.] extremely,Type the reading!,Image
優勝する,ゆうしょうする,(会L23) [irr-v.] to win a championship ,Type the reading!,Image
夕食,ゆうしょく,(会L23) [n.] dinner,Type the reading!,Image
横,よこ,(読L23-II) [n.] side; horizontal,Type the reading!,Image
理想,りそう,(会L23) [n.] ideal,Type the reading!,Image
留守番,るすばん,(会L23) [n.] looking after a house during someone’s absence,Type the reading!,Image
悪口を言う,わるぐちをいう,(会L23) [u-v.] to talk behind someone’s back,Type the reading!,Image
